"","p.name","p.id","p.owner","track.name","track.id","added.at","track.duration","track.popularity","track.dance","track.energy","track.key","track.loudness","track.speechiness","track.acousticness","track.instrumentalness","track.liveness","track.valence","track.tempo"
"1","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","New","5kdBV2L7K9ptDDWWjRHU55","2017-03-02T22:13:57Z",288597,24,0.423,0.729,7,-6.094,0.0299,0.0166,0.0117,0.122,0.486,164.038
"2","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Black Francis","16dEB7EeEufDoo0QFXRn7p","2017-03-02T22:14:10Z",158133,47,0.506,0.897,4,-4.223,0.0427,0.000186,0.000418,0.17,0.633,121.247
"3","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Tonight I'll Be Staying Here With You - Recorded at Spotify Studios NYC","0CLtsfTgbVXORxfwqUbcVc","2017-03-02T22:15:34Z",215237,50,0.496,0.752,9,-5.112,0.0583,0.558,0.0166,0.0334,0.582,156.385
"4","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Keep It Together","4DUSc3a9e0OT1OsSDfpLQk","2017-03-02T22:15:58Z",147293,35,0.53,0.884,5,-5.167,0.0351,0.0276,0.229,0.121,0.7,108.868
"5","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Hamilton Road","5q5kJjS2PE1gPS9AH9T2oF","2017-03-02T22:16:05Z",144773,48,0.6,0.77,1,-5.209,0.0278,0.348,0.95,0.168,0.764,111.127
"6","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Hiding In The Melody","3Uej3YvulV3pOZNx7EQ7Si","2017-03-02T22:16:15Z",446760,32,0.218,0.722,4,-4.901,0.0369,0.00708,0.121,0.0206,0.343,137.2
"7","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","1612","39rHfrVqCX6A55GF7uOZSC","2017-03-02T22:16:20Z",199639,58,0.678,0.392,0,-11.328,0.274,0.177,0.0045,0.0839,0.721,171.274
"8","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Double Feature","2IemL6UgkbZXdpHNhsO1Dp","2017-03-02T22:16:24Z",438333,43,0.562,0.706,4,-6.99,0.0409,0.000136,0.246,0.117,0.528,121.687
"9","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Hello","7jd5uEZmDFhIzHkvAbMHMC","2017-03-02T22:16:35Z",105058,36,0.744,0.597,2,-8.41,0.0754,0.424,0.00418,0.0996,0.792,81.451
"10","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Alabama West","66Te5H0WmxMqxvSouLnRcd","2017-03-02T22:16:41Z",78946,26,0.397,0.514,7,-7.541,0.0364,0.372,0.161,0.32,0.255,94.734
"11","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","How To Fly","3jAoLij05OiNndX2XlSRdS","2017-03-03T18:25:22Z",202186,66,0.676,0.645,8,-9.335,0.0992,0.159,0.00172,0.106,0.553,151.058
"12","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Jarmin in the Dark","1rtv2Qo1W2Rosrk1r9Khmw","2017-03-06T15:14:35Z",314226,46,0.61,0.658,1,-5.565,0.0537,0.0727,0.000514,0.318,0.479,79.968
"13","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Bellyache","51NFxnQvaosfDDutk0tams","2017-03-06T19:31:41Z",179172,67,0.7,0.578,4,-8.586,0.0997,0.472,0.048,0.543,0.42,99.983
"14","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Kerala","3AuSogI89rld1KqfUpL3Np","2017-03-07T16:40:35Z",237546,63,0.529,0.739,7,-9.578,0.0718,0.0237,0.607,0.171,0.132,124.75
"15","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Be Happy","4sddTfjbOofIcI1LE0UEEo","2017-03-07T16:40:51Z",229090,33,0.507,0.83,11,-3.728,0.0848,0.00595,0.13,0.52,0.408,87.522
"16","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Stupid Rose","5UO7PbqKIVIijPgEBNPEd1","2017-03-07T16:40:57Z",238546,51,0.897,0.518,8,-7.535,0.357,0.0839,0.000161,0.104,0.686,128.016
"17","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","My Crew (Woooo)","28HIbdg5wN3tAauT6dimWi","2017-03-07T16:41:10Z",193306,44,0.682,0.83,6,-2.669,0.247,0.377,3.96e-06,0.196,0.816,75.082
"18","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Dear To Me","3VO0U2DVygGG6MdGe9AUxG","2017-03-07T19:06:11Z",240733,37,0.732,0.578,1,-7.058,0.0361,0.0579,0.0437,0.109,0.578,117.685
"19","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Little Brother","2nee1ADU7skh07cCf7xq8C","2017-03-07T20:39:28Z",215346,63,0.768,0.402,5,-9.624,0.0389,0.0417,0.0431,0.0866,0.275,144.94
"20","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Feel It Still","7FESgYLcOufHqKlwrvJN60","2017-03-08T19:01:00Z",163250,78,0.78,0.798,1,-5.151,0.0613,0.0406,6.31e-05,0.0733,0.777,78.969
"21","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Numb","3Ch2Tn2kkSjnGGD5rDqbEG","2017-03-08T19:37:19Z",237621,37,0.632,0.91,3,-4.532,0.0294,0.143,5.84e-05,0.494,0.862,119.98
"22","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Simple As This","59xYAblNy1Xr4U1IsJ3gZb","2017-03-10T04:02:56Z",199453,54,0.616,0.58,8,-8.059,0.0259,0.607,0,0.0968,0.676,96.977
"23","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Café","5YW0FJdrpTWJD3AQnjw1YT","2017-03-10T20:13:25Z",238979,36,0.801,0.626,8,-5.807,0.0675,0.377,0.811,0.153,0.261,82.026
"24","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","In the Morning I'll Be Better","5VInquHZfK0VU1UOwwB3Hx","2017-03-12T20:31:03Z",213173,39,0.343,0.607,0,-5.048,0.0357,0.632,0.00808,0.0824,0.587,155.579
"25","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Modern Woman","1EpOAPUvsjcFNO3P95HL5z","2017-03-14T17:19:31Z",243893,46,0.379,0.418,9,-7.962,0.0395,0.831,0.00395,0.217,0.267,176.362
"26","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Body High","6d3qn99YVl3IrTQH68lE5t","2017-03-14T17:32:15Z",189573,62,0.431,0.579,1,-8.475,0.0511,0.534,0.0689,0.132,0.503,128.954
"27","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Secret Sunday Lover - Greg Wilson Edit","7JKU3IlboUxnU6HINn0l9X","2017-03-14T17:32:39Z",424449,31,0.781,0.54,6,-10.129,0.0611,0.0134,0.792,0.297,0.694,111.99
"28","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Gold Angel","6NaRzSvVxqv2DC2eg039gB","2017-03-14T17:32:53Z",261693,65,0.723,0.539,7,-9.385,0.038,0.64,0.526,0.0819,0.12,99.996
"29","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Tired Boy","4SkTfsjWUy2rp40d2Ayfmv","2017-03-14T17:34:10Z",255049,52,0.661,0.391,4,-4.24,0.0413,0.616,0.856,0.0878,0.252,82.819
"30","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Young Hearts","3bp1AbnMkaCXELQXovwRdb","2017-03-14T17:38:06Z",218503,58,0.726,0.501,8,-10.018,0.0335,0.198,0.0173,0.131,0.18,119.069
"31","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Unholy War","0Aos40bFtuS6KjahK5d861","2017-03-14T17:38:29Z",209252,52,0.678,0.591,11,-5.33,0.0396,0.441,1.8e-06,0.0565,0.651,90.011
"32","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Wait","0lUO60zSnd20AlKB5Wg0qS","2017-03-14T17:38:37Z",214436,68,0.769,0.465,4,-7.765,0.0634,0.197,0.0181,0.155,0.179,98.011
"33","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Magazine","3gorDsr63lbbOYorK6Sp5i","2017-03-14T17:38:57Z",234947,31,0.509,0.547,2,-6.837,0.137,0.707,0.0584,0.28,0.733,170.061
"34","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","BagBak","0ylljWEG3ggkTlQbnUZb3Q","2017-03-14T17:40:17Z",160506,63,0.762,0.81,1,-4.528,0.101,0.0463,0.000364,0.146,0.902,81.984
"35","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","DGAF","6RykU7UHfRf4ojm7rxS1h0","2017-03-14T17:40:36Z",197482,56,0.8,0.548,9,-6.721,0.0555,0.242,0.000242,0.0741,0.255,134.103
"36","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","blkjuptr","08bymSahrAUpabFR6YSiy9","2017-03-15T13:30:18Z",198880,56,0.556,0.373,11,-10.863,0.48,0.313,0,0.272,0.481,111.164
"37","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","My Old Man","1Cf943IKq0bhdBv4VfdOcd","2017-03-15T15:36:56Z",221653,65,0.658,0.575,1,-11.493,0.0332,0.677,0.253,0.0985,0.835,149.274
"38","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Mirror of Time","0gX5cofGygacJQn9YZZBCS","2017-03-15T17:16:21Z",140182,36,0.426,0.783,11,-4.868,0.0324,0.000393,0.877,0.0904,0.34,118.19
"39","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Sacred Sands","3jb0Xm4izpeSZNMGxdtZkx","2017-03-15T17:31:27Z",211093,47,0.52,0.816,6,-8.325,0.028,5.31e-05,0.494,0.0868,0.738,130.538
"40","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Dat $tick","4bdJHQp90ymjEIkkYhcENB","2017-03-15T18:24:20Z",126666,72,0.923,0.508,1,-8.668,0.0468,0.104,1.21e-05,0.126,0.193,108.039
"41","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Down 4 So Long","1IibC9dNZ2IWB52ZZ5FKRW","2017-03-20T13:45:30Z",337319,49,0.731,0.389,8,-10.134,0.238,0.288,1.03e-06,0.149,0.136,138.022
"42","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Crazy About You","2zhWmqd9R9jUgJqPdcOX2N","2017-03-20T13:55:01Z",99265,40,0.694,0.871,6,-9.299,0.186,0.103,0.000505,0.0649,0.645,130.604
"43","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","I Live Above the Hobby Shop","0vvfvOnFtAXhStLPmZWxhV","2017-03-20T13:59:13Z",221390,43,0.838,0.43,1,-10.123,0.295,0.0295,0.54,0.086,0.464,148.031
"44","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix","5PnBpKOVvQxeFvXVNYSoxs","2017-03-20T14:16:28Z",241846,69,0.418,0.794,11,-4.973,0.0816,0.08,0,0.329,0.184,129.434
"45","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Dang! (feat. Anderson .Paak)","5iUQMwxUPdJBFeGkePtM66","2017-03-20T14:28:55Z",305350,76,0.836,0.67,5,-6.907,0.23,0.00826,0.000355,0.0837,0.558,107.018
"46","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Drugs & Liquor","5eWuJabHF3Mv1S8Vtq7zzQ","2017-03-20T15:03:33Z",159503,43,0.712,0.45,6,-12.855,0.0359,0.658,1.2e-05,0.117,0.572,120.074
"47","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Redbone","3kxfsdsCpFgN412fpnW85Y","2017-03-20T15:03:39Z",326933,86,0.743,0.359,1,-10.401,0.0794,0.199,0.00611,0.137,0.588,160.083
"48","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Everything Is Starting to Make Sense","1euVISxalg3NGjG2pN55nn","2017-03-20T15:03:53Z",230653,44,0.706,0.534,11,-5.942,0.0442,0.554,6.16e-06,0.0943,0.513,73.029
"49","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Rolex","0pSBuHjILhNEo55xK1zrRt","2017-03-20T18:34:02Z",238586,87,0.804,0.886,1,-2.512,0.04,0.0837,0,0.266,0.806,144.946
"50","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Free Smoke","05KOgYg8PGeJyyWBPi5ja8","2017-03-20T19:46:51Z",218673,86,0.617,0.492,10,-7.588,0.448,0.0621,0,0.484,0.196,141.953
"51","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","No Long Talk","6CfrYuD3YRDYdYvH9jNtXY","2017-03-20T19:46:59Z",149568,83,0.919,0.627,10,-6.764,0.234,0.0626,0,0.529,0.531,97.076
"52","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","4422","2fkeWbM6iqTw7oGHTYm2lw","2017-03-20T19:47:14Z",186293,83,0.621,0.247,11,-12.291,0.0393,0.499,0.0239,0.113,0.214,111.974
"53","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Mr Bubbles","5HXlNsuU61xdGKUuWl3MIX","2017-03-20T19:47:36Z",249488,37,0.646,0.71,4,-6.383,0.0344,0.517,0.000192,0.328,0.269,127.088
"54","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","So Tired","0npSmMSYZ6zCfNrjtOjwpE","2017-03-20T19:47:57Z",218173,36,0.488,0.398,11,-13.677,0.0463,0.209,0.0239,0.0852,0.345,113.518
"55","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Good Drank 2.0","5dwT1VohRzyqh0qO4HqsJm","2017-03-20T19:48:24Z",247384,71,0.781,0.7,0,-3.643,0.218,0.352,0,0.108,0.377,130.025
"56","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","(No One Knows Me) Like the Piano","5zOnoB8FdZudDcPX4O8WqF","2017-03-20T19:48:33Z",218160,67,0.621,0.199,10,-13.788,0.0344,0.976,0.00186,0.107,0.179,128.905
"57","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Blood on Me","37el170lJYr5CiWJFk207u","2017-03-20T19:48:49Z",246951,66,0.775,0.517,11,-8.186,0.137,0.122,0.0142,0.609,0.62,104.018
"58","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Them Changes (feat. Flying Lotus & Kamasi Washington)","7hmiDaBxoyLW094H8vup2S","2017-03-20T19:49:06Z",187210,61,0.791,0.58,8,-8.377,0.0588,0.555,0.00155,0.116,0.733,81.678
"59","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","You Are the Right One","5fLfzMQ6T583mnUke8622M","2017-03-20T19:49:49Z",172506,55,0.66,0.591,4,-8.497,0.026,0.16,0.848,0.632,0.835,100.034
"60","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Someone You'd Rather Be Dating","7ehSq5x11gJou4rvII1GTk","2017-03-20T19:52:03Z",231186,46,0.719,0.516,1,-9.681,0.0301,0.277,0.0066,0.555,0.688,112.099
"61","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Panama","6JfqUlQHtbdWDi5o7bp6qd","2017-03-20T19:52:10Z",198546,46,0.615,0.724,5,-8.583,0.0306,0.298,0.459,0.211,0.441,97.728
"62","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Season 2 Episode 3","4vcoNCrTtunmJ9q8srpVly","2017-03-20T19:57:11Z",243509,65,0.737,0.282,5,-7.911,0.107,0.537,3.93e-05,0.233,0.684,148.001
"63","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Way to be Loved","5FjC0o2EGdlAMdc3hfeTMd","2017-03-20T20:28:28Z",263396,52,0.583,0.515,11,-9.283,0.0571,0.605,0.000691,0.0931,0.621,115.732
"64","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","blkswn","1BFFcF83SmsS6cKBLZGjkc","2017-03-21T13:12:48Z",172560,58,0.716,0.382,1,-9.158,0.3,0.313,0,0.0836,0.513,106.763
"65","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Anita","09CqF6VVL6G7NwkCj3M2lU","2017-03-21T13:12:56Z",220157,60,0.765,0.58,1,-7.582,0.471,0.177,0,0.162,0.787,63.576
"66","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Amphetamine","3Zau3JcrZcBfw8aVjKGkSX","2017-03-21T13:13:07Z",469830,52,0.523,0.539,5,-9.642,0.564,0.704,1.19e-05,0.0952,0.415,84.266
"67","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Looking out for You","0EKH4YxisqaxUMnV2x0ZrW","2017-03-28T11:14:38Z",179499,45,0.682,0.9,9,-5.028,0.0873,0.0891,0.063,0.0685,0.931,100.721
"68","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Summertime","3JQSLbov32rTtgzhrnRIrp","2017-03-28T11:17:30Z",107049,42,0.747,0.676,1,-6.349,0.21,0.0806,1.77e-06,0.0869,0.746,161.836
"69","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Junior June","4wU9n99Z3XX2aUQegErOFo","2017-03-28T11:20:41Z",280250,42,0.424,0.35,11,-11.42,0.0543,0.73,3.44e-05,0.372,0.437,135.692
"70","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Give Dem Hoes Up","3jpNDWV3UqsnscVmeM4miR","2017-03-28T11:25:46Z",284917,37,0.873,0.341,8,-10.203,0.117,0.211,2.2e-06,0.0769,0.24,74.998
"71","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","The Well","3WwGTjkbZTQqyirs5L6fGo","2017-03-28T11:28:14Z",229986,50,0.758,0.644,2,-7.756,0.0365,0.0601,0.00174,0.129,0.756,136.013
"72","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","One Chick","6mY56gQjKYzpwyK2PNRJst","2017-03-28T11:32:57Z",217058,48,0.824,0.633,9,-6.875,0.168,0.306,0,0.353,0.943,136.086
"73","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Satellite","7rdSgFebCeIdwpfqbUUOjy","2017-03-28T11:33:51Z",236280,50,0.804,0.614,7,-5.141,0.0352,0.000965,0.658,0.192,0.766,116.036
"74","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Keep Your Name","41IcdEHjwDp65pVjOxODCf","2017-03-28T11:42:49Z",270172,59,0.542,0.485,0,-7.443,0.0361,0.443,0.000738,0.4,0.354,112.435
"75","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Arcade","7otzPTzCipngNDhoRMOjot","2017-03-28T11:49:56Z",233064,51,0.918,0.331,1,-7.211,0.173,0.0114,0,0.191,0.248,140.058
"76","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Acid Test","1XMUxwgVD7E4gEXlbfMVm6","2017-03-28T16:51:38Z",313370,21,0.171,0.763,3,-6.801,0.101,0.265,0.00128,0.306,0.113,83.263
"77","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Hanging from the Ceiling","7iabBVT7TCAbw4Hi9JkhrG","2017-03-28T17:28:30Z",272386,35,0.318,0.736,11,-7.982,0.0456,0.0998,0.00534,0.14,0.362,200.051
"78","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Viva la Lagunilla","3W0GkoDX6q7ALBLuZPcwjm","2017-03-28T17:33:26Z",171055,33,0.546,0.615,1,-8.732,0.263,0.00841,0,0.107,0.102,134.547
"79","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Space Song","0hNhlwnzMLzZSlKGDCuHOo","2017-03-28T17:36:13Z",320466,64,0.509,0.79,0,-7.105,0.0293,0.218,0.125,0.144,0.624,147.073
"80","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Guts","1SmOUKk4vA2wLoMYQ2JV6L","2017-03-28T17:47:04Z",102232,36,0.575,0.373,10,-9.034,0.0342,0.697,0.00619,0.123,0.324,159.35
"81","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Milk","5ky0mOkyXqYWTgT3em3zor","2017-03-29T18:30:04Z",195694,35,0.659,0.643,7,-8.228,0.0278,0.238,0.703,0.0791,0.422,98.896
"82","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Foreign Bodies","42kJ4xNjMHEeIuLxfIUOYd","2017-03-29T18:30:26Z",237586,41,0.631,0.729,4,-6.4,0.0459,0.204,0.00543,0.136,0.459,122.049
"83","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Don't Yah Feel Better?","2dCP9VRfWMqlENnZph0Hvz","2017-03-30T18:15:04Z",149040,26,0.694,0.752,4,-7.363,0.0303,0.233,0.00605,0.105,0.688,119.06
"84","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Sunday Morning","3lX49Bqy21Y5HneUJ7p55G","2017-03-30T18:20:24Z",175813,57,0.505,0.427,5,-13.217,0.0278,0.0897,0.000561,0.0802,0.493,105.816
"85","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","HUMBLE.","3GnLo84IkdSWCPYt6tnLll","2017-03-31T14:24:52Z",177604,88,0.905,0.596,1,-7.496,0.118,0.000339,2.05e-05,0.0897,0.419,149.996
"86","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","You’ve Got a Woman","41bqk7dKc9Qj1WBQ0Jtbfx","2017-03-31T14:52:49Z",193436,55,0.49,0.83,10,-5.178,0.0366,0.197,9.41e-05,0.349,0.784,150.048
"87","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Freak Like Me","5U6ZzFbxI9AHpWUWEy8rw7","2017-03-31T15:09:52Z",176889,62,0.685,0.568,1,-6.487,0.0575,0.0306,2.93e-06,0.458,0.438,96.012
"88","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Boomers","6ZDd5mIY6ZqhWxu3Pw5Uij","2017-03-31T19:13:34Z",196687,33,0.0764,0.76,9,-6.939,0.0493,0.289,0.653,0.723,0.605,175.229
"89","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Seattle Party","3OHdhLUobIIKskQHLJAaqe","2017-03-31T20:10:06Z",276520,52,0.527,0.505,2,-9.3,0.0256,0.0749,4.25e-06,0.283,0.458,133.566
"90","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","They Put A Body In The Bayou","5r3XCU8KfpGJBZGcrgVDD4","2017-03-31T20:47:53Z",188786,54,0.496,0.921,9,-5.092,0.0719,0.00197,0.00186,0.0682,0.356,121.039
"91","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","309","6cV43RzcqQMmA48Y8heq3A","2017-04-03T17:34:27Z",258364,41,0.652,0.388,5,-12.205,0.0393,0.676,0.000123,0.09,0.521,90.018
"92","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","No One Likes You","2AMB8Ii1XAzqKIUGAgSjqk","2017-04-03T19:36:20Z",187025,32,0.428,0.759,9,-4.981,0.0359,0.122,0.00036,0.215,0.715,200.453
"93","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Sunflower","6eCEcYf4NH8LKJXl2E9EB2","2017-04-04T16:13:10Z",252230,55,0.384,0.765,6,-4.463,0.0579,0.646,0.00352,0.522,0.566,129.903
"94","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Corduroy Dreams","4bmEJZj4fDROPIbSJ1bk9s","2017-04-04T16:35:19Z",206974,46,0.61,0.305,4,-14.037,0.053,0.653,0,0.103,0.234,113.818
"95","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","My Friends","3441WgVG5nbqnWyojReoPL","2017-04-04T16:57:06Z",208507,51,0.557,0.644,5,-5.606,0.038,0.016,0.134,0.118,0.499,104.993
"96","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Bad Love","3amwR44X0A6UtYttHW6N0T","2017-04-04T16:57:26Z",183000,48,0.587,0.363,0,-12.477,0.0625,0.665,0.00296,0.0844,0.0781,159.96
"97","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Mad As They Come","0voLlnHXpbpuZClkv9bxDR","2017-04-04T17:51:34Z",340291,43,0.332,0.348,5,-13.916,0.0464,0.843,0.23,0.11,0.127,91.912
"98","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","REDMERCEDES","4X70hLzIDfY5T2BcsOcv6Q","2017-04-05T14:51:44Z",169706,72,0.809,0.636,1,-5.923,0.217,0.00603,0.0264,0.274,0.575,102.012
"99","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Candy Wrappers","6d2lWNNlHePX1LCpJHDcwD","2017-04-05T16:29:18Z",194418,46,0.692,0.546,5,-7.33,0.0262,0.696,0.415,0.302,0.454,95.042
"100","spring 2017","19RQIkjhlzpg1VtjVy7CYg","122715968","Wit Yo Bitch (feat. MadeinTYO) - Remix","7HrfeP6dl2TzPT4GiRHKNY","2017-04-05T18:14:48Z",226394,60,0.695,0.579,8,-8.022,0.379,0.101,0,0.148,0.547,155.148
"101","chi playlist 4 hinds","79CNPfomiyZpf5dhzJzWlj","twinpeakschicago","Offers","0sHYjp8k2jnWNi7PrxPUWn","2017-02-14T22:23:30Z",171786,35,0.429,0.782,9,-7.445,0.0321,0.0455,0.369,0.116,0.37,104.994
"102","chi playlist 4 hinds","79CNPfomiyZpf5dhzJzWlj","twinpeakschicago","Transmogrified","6ZEpbmt0B2An86NQwvUgb6","2017-02-14T22:23:30Z",175189,12,0.607,0.714,11,-10.069,0.0294,0.000148,0.0098,0.372,0.784,123.101
"103","chi playlist 4 hinds","79CNPfomiyZpf5dhzJzWlj","twinpeakschicago","Airport Run","0fJMcheWOvUbUV20DvmzQ9","2017-02-14T22:23:30Z",130893,12,0.36,0.659,9,-6.601,0.0478,0.368,0.0108,0.0936,0.547,141.014
"104","chi playlist 4 hinds","79CNPfomiyZpf5dhzJzWlj","twinpeakschicago","Sunburn","4ytRGYRhrDyu2lTUdhDoBu","2017-02-14T22:23:30Z",173546,18,0.338,0.597,0,-8.163,0.027,0.624,0.185,0.226,0.334,107.912
"105","chi playlist 4 hinds","79CNPfomiyZpf5dhzJzWlj","twinpeakschicago","Old Thing","3y6ZkBGWm40xAOJiSbiv9w","2017-02-14T22:23:30Z",200899,11,0.403,0.596,6,-5.969,0.0369,0.0317,0.516,0.0943,0.606,125.515
"106","chi playlist 4 hinds","79CNPfomiyZpf5dhzJzWlj","twinpeakschicago","When I Get Home","1R06KfLRjBFEh7S1cmLfWk","2017-02-14T22:23:30Z",323200,47,0.245,0.773,0,-5.985,0.0525,0.0665,0.00046,0.358,0.453,148.134
"107","chi playlist 4 hinds","79CNPfomiyZpf5dhzJzWlj","twinpeakschicago","Keep Me Under Your Arms","33Trced1BTHr75isZQYlHF","2017-02-14T22:23:30Z",189253,27,0.255,0.712,1,-2.167,0.0452,0.0511,0.937,0.558,0.202,112.368
"108","chi playlist 4 hinds","79CNPfomiyZpf5dhzJzWlj","twinpeakschicago","My Candy Girl","2R2q2GkZ7mrAlXbmkTTKQz","2017-02-14T22:23:30Z",83101,14,0.68,0.903,10,-5.789,0.0304,0.15,0.0121,0.159,0.804,119.525
"109","chi playlist 4 hinds","79CNPfomiyZpf5dhzJzWlj","twinpeakschicago","Might As Well","38THqMhkluPG9YT3wb8yIa","2017-02-14T22:23:30Z",202730,14,0.596,0.778,8,-6.341,0.0335,0.00723,0.828,0.187,0.79,121.011
